features,class
"[1.3076747570320004, 0.3762489005114092, -0.1462617459155382, -0.018560587097431715, -0.10258397003800954, -0.028958841705259065, 0.0016727425167561013, -0.08488313082680274, -0.09996556523380512, -0.13205135604298784, -0.07739147189559667, -0.04869001226429758, -0.050978360251073745]",country
"[0.8366032736266267, 0.363313267981292, 0.07202706291173282, 0.030453156898615417, -0.06156871591039444, -0.05507967366423089, -0.09063725979922398, -0.09912102772214544, -0.06703449560863738, -0.0580992475788382, -0.033757123451075656, -0.035665294172211176, -0.034454143176579514]",country
"[1.2835793005080443, 0.18292585379076387, -0.1780642559870891, -0.0006848845825437727, -0.16375332849087385, -0.01866785626231804, -0.06618912646952407, -0.08346892637592332, -0.04152198019590701, -0.08090854691322136, -0.054751693237684994, -0.07390174468277588, -0.05735984470949564]",country
"[1.016896937931831, 0.22919202722945892, -0.10123542126897439, 0.04963911805971105, 0.005279833198608184, -0.06343484125007637, -0.04840866661439965, -0.10520295406653174, -0.10577862649511337, -0.04019988372744604, -0.01017051917317894, -0.01671868020109181, -0.025001873654562985]",country
"[1.2700842547311926, 0.36762090769535677, -0.08750199022102206, -0.014427189247144041, -0.12959116370425142, -0.1202070252886491, -0.061730932270391885, -0.14523238333761926, -0.05386915845814928, -0.06617155357305887, -0.0458284271998384, 0.043866913424717845, -0.014693364616222202]",country
"[0.4182454092028783, 0.1432239125387226, 0.017514699566401126, 0.021577764327549025, -0.07010041196592726, -0.060093088486321326, -0.054669858553801014, -0.05874703367073071, -0.03808135016879451, -0.0272270817222364, -0.011143943403551735, -0.0033491224309622983, -0.0017120491256915873]",country
"[0.9894318141084932, 0.37277620221420765, -0.024735203630512705, -0.022709836381036547, -0.10241463398933581, -0.15881578013088424, -0.07528078897998013, -0.06120714327585979, -0.07991695902777936, -0.07593829342907793, -0.026167898503483313, -0.013227425442479745, -0.02995134171893015]",country
"[1.2188052220372552, 0.29155177055678033, -0.03632479561487824, -0.018058382171191628, -0.0024204418380246047, -0.057027069008201384, -0.13736576587151603, -0.1574472987096232, -0.13464219940560496, -0.06781226830411077, -0.044838943886814836, -0.009182881854006095, -0.009768448784945394]",country
"[1.3365661034408371, 0.059037711218890294, 0.07181866902783463, 0.08013858412743297, -0.12466734929950399, -0.0529285153456673, -0.06101283297917849, -0.13390740170958407, -0.12449984787267757, -0.0783792068777324, -0.06764153749098312, -0.04533744257395267, -0.012889970099258135]",country
"[1.3618685085945763, 0.32444313117758755, -0.12398277323839825, -0.05520723986247274, -0.1599688229727514, -0.09096315311768957, -0.12643386597341372, -0.18445791252146573, -0.08127872884152737, -0.023707298346665323, -0.01450533603898642, 0.0013473378602027694, 0.014631325323252047]",country
"[1.3836919828488463, 0.48407545824813886, 0.170646325081607, 0.08204423521119256, -0.12935562990616323, -0.15362771299213168, -0.10238925462923366, -0.18429849369382623, -0.10029081718340331, -0.1224897317445813, -0.1120945148426708, -0.029140341614880102, -0.009485076776906508]",country
"[1.3878142946633087, 0.45936831992203075, 0.030830128223825234, -0.05862989123104211, -0.22557110626199633, -0.24459254587111823, -0.1965994425564573, -0.13477089507021503, -0.1202663356883898, -0.10212297058409085, -0.00034527797327850115, 0.019174372973324697, 0.03960049154746443]",country
"[1.2923031818660826, 0.19815210877255718, -0.23525974987917714, 0.03808118340367582, -0.03624028339440159, -0.12008457995174646, -0.07911511835508517, -0.049353923673583364, -0.08437527375576796, -0.05262860813375671, -0.014784771496894425, -0.008140992577213981, -0.016769200794983338]",country
"[1.3759519323596097, 0.5806052428158732, -0.01393624905723994, 0.07482322881965497, 0.049744223915096364, -0.03736692300994351, -0.01070343381539117, -0.04590474513228192, -0.08572706019198247, -0.11660044981961884, -0.08506464354111469, -0.06670373314411253, -0.07327330868219623]",country
"[1.7277001851911475, 0.26813175152035323, -0.24013371691970187, 0.00974259706532364, -0.05839690632255399, -0.030450856344281574, 0.046323522694208065, -0.07123721973831407, -0.1296113446445882, -0.07420107748602628, -0.010314556432464272, -0.01016998791108031, -0.052932684593696634]",country
"[1.320110129811261, 0.24555991267466457, -0.16304997767053703, 0.06413781496397647, -0.3088812118414934, -0.11672964665818318, -0.024800668538596273, -0.16480575397621103, -0.07449469441902998, -0.051702572702676954, -0.05303087939860817, 0.03727520663490104, 0.006258072894355663]",country
"[1.1924195718733472, 0.2986194138448827, -0.17943071928120086, 0.03469556110811298, -0.13019177773604546, -0.0977844512894466, -0.13409119637908834, -0.11957434154288159, -0.04240084312668084, -0.07357907357703103, -0.02779615683873014, -0.08135916696320909, -0.07972438707218078]",country
"[1.2870119045849524, 0.510134190987293, -0.04029726643982254, -0.15930743771658773, -0.23449337412740048, -0.1512139524363588, -0.1108431725490589, -0.12648033135834552, -0.05430211022017001, -0.07473519211408784, 0.002603591322918441, 0.04677216846889341, 0.017696871135436096]",country
"[1.5637318685750778, 0.5047278763436234, -0.36517724067705554, -0.2243379870241264, -0.13618282412282437, -0.04531331833358824, -0.020901197056017746, -0.10515373351732703, -0.11502198874079314, -0.07700415993687479, -0.019244097912305046, -0.0008977220167209847, -7.276348255400645e-05]",country
"[1.339185230377278, 0.5338953737240288, 0.03349194407282589, 0.006452458920625279, -0.05494788445227301, -0.028553663772700313, -0.06552233397474622, -0.07722677287211446, -0.07286735892387355, -0.04815736934555227, -0.023145107503536533, -0.0026875139718379256, -0.03720096145839152]",country
"[1.0603061048430276, 0.44618679759602103, 0.010125616833542884, -0.053361002474127346, -0.18099734109105398, -0.19867082080557258, -0.1602119324354994, -0.1399340390732608, -0.11807246155632221, -0.06709806862894184, -0.0006139076524484253, 0.04082577687295368, 0.0390085968461761]",country
"[0.8642124836108092, 0.5142092968516743, 0.17940710640344856, 0.0647253693188939, 0.010554889092819967, 0.009180526255070964, -0.05057132691242467, -0.07981670090469052, -0.053791041794566216, -0.06477010438021925, -0.04965587288150006, -0.04401935952007513, -0.05542376988318382]",country
"[1.6054933163953422, 0.4101436208702233, -0.07404583155172226, -0.06629298564286956, -0.21741678026053796, -0.11199525502395694, -0.10701497438397914, -0.08380426580043537, -0.09425569450712117, -0.04661235877026233, -0.03610991569171697, -0.015363500004760498, -0.060273251072649275]",country
"[1.2055270469189499, 0.5596475176834096, 0.14688508458470567, -0.03033789237545186, -0.2001009382602988, -0.15290750077221607, -0.1206389300323333, -0.09271397459280983, -0.05202202550084573, -0.009849832612281284, -0.027067292709719405, -0.02253144885321438, -0.03806633529297226]",country
"[1.7538894768448396, 0.6109700924953956, -0.10522973820179984, -0.07918156849894376, -0.1333784330072636, -0.08453057489406055, -0.07680700591103526, -0.08046634142986281, -0.10996601643829138, -0.0971156819960156, -0.08046716339722886, -0.033854212186769005, -0.031356987499047896]",country
"[1.4564867269225026, 0.6682482359557441, 0.10798222342554283, 0.034424012871368696, -0.05067450328939094, -0.03703460298245668, -0.10309200428617896, -0.16774467897640952, -0.14521859920572805, -0.09972061680762902, -0.03719063736638407, -0.02896565445298452, -0.06963148652344986]",country
"[1.483616959401087, 0.5437483729271585, -0.05774779390297209, -0.06997326770763627, -0.18706422049076038, -0.15364185425719623, -0.17975460101665436, -0.15205132452407552, -0.056005467857297306, -0.054247920848124215, -0.05647535422614775, -0.05738283104219401, -0.07020839580261672]",country
"[1.7234321247840767, 0.6876642816635871, 0.018031833415809596, -0.13705530223913542, -0.197706706036519, -0.06371226740102037, -0.10482950166809803, -0.13601336454134133, -0.12264502034266513, -0.0803752287497008, -0.06361361541693306, -0.017868381621180228, -0.022185772020560688]",country
"[1.5048338000778154, 0.7381427380296919, 0.19438835047981573, -0.08431268888432254, -0.2123385703441604, -0.09667142236214683, -0.06675713262692459, -0.07766694030200086, -0.10083078812112815, -0.04875522429514545, -0.07629075636588407, -0.10303515619785135, -0.09399715066241063]",country
"[1.414794181769658, 0.811411861749157, 0.34714963935966514, 0.10008404884882481, -0.039925565478100715, -0.05850365588276255, -0.07339727424504913, -0.11157755688089246, -0.11468169526301317, -0.10477168276142797, -0.0898954665288821, -0.07154634203008337, -0.07560212637152569]",country
"[1.233011264083556, 0.6345831166919568, 0.11830796240893195, -0.08108353771601502, -0.15293159129784104, -0.12322653687231627, -0.11370728458500474, -0.11103792871425237, -0.11279834920894997, -0.08354811933182191, -0.055973368047671467, -0.041803593674374244, -0.039747738458914994]",country
"[1.5608862482101735, 0.4580426489291239, -0.08190836469445427, -0.07745584529072624, -0.09880803005859921, -0.030623666587968057, -0.10067486132589176, -0.1166721595516423, -0.14900035944488835, -0.07405634441970932, -0.05062298827445854, -0.014822046729963642, -0.05554213390725061]",country
"[1.360452375826065, 0.6570607646520292, 0.20416895627585419, 0.02311156077467291, -0.06494993470494287, 0.000864184683727616, -0.00866903698093545, -0.021106663848785057, -0.03688882984056638, -0.030267190801810832, -0.09118195311690144, -0.11133312972538544, -0.12153964429685918]",country
"[1.031109595812677, 0.4329002829308822, -0.04865695443220631, -0.08458820373802033, -0.08345060204935188, -0.04845764506586133, -0.032977391344065125, -0.04469488141948911, -0.05069435763342007, -0.02427188829073095, -0.06099923355288691, -0.09965550160213398, -0.10132559794982852]",country
"[1.1111316232798032, 0.5656669795561841, -0.05554465259480967, -0.19762730018595, -0.18128549786406553, -0.15251769353448322, -0.1709730476440041, -0.15276486452223617, -0.07141427312721309, -0.033516130207266064, 0.01207223715913113, 0.008558964152020829, 0.019821475275602945]",country
"[1.6132806562884034, 0.41445703095376074, -0.34760413405378, 0.07328969714856447, 0.07693928965371466, -0.10284040857724482, -0.18659868280512815, -0.13440925299090223, -0.08451508654417624, -0.09684449334240887, -0.08746749519015207, -0.04292657577272389, -0.022554486747003957]",country
"[0.6922945021136535, 0.3867151103338503, 0.026769825647736008, -0.09628426123892292, -0.10409093814285907, -0.0904098505002849, -0.10783519928917039, -0.10128844881444751, -0.044205812421259046, -0.02995852343512881, -0.021814146216902912, -0.020615991223581327, -0.011019077123820088]",country
"[0.9764217151446518, 0.4996138251607927, -0.019069207888851657, -0.08157886133323922, -0.051384062231575815, -0.09777506904074311, -0.17029609569166293, -0.1638852433541211, -0.10000961188402055, -0.049547789234245194, -0.00981319844486503, -0.01049557358160029, 0.002777949251843631]",country
"[1.0552746500007903, 0.4922547332950398, 0.04777397699813433, 0.04666673106212436, -0.08978834509423216, -0.0892328124318157, -0.05556938141428199, -0.10959433061878986, -0.11244645943069474, -0.08572495201570203, -0.07024586101122342, -0.0689181578785981, -0.021962818602888866]",country
"[1.6286398971401126, 0.46419921250047175, -0.15945907095790435, 0.04203924577814206, -0.04332769655931012, -0.0765696049542356, -0.17891841552259255, -0.09854570831283935, -0.08381350518603854, -0.1193150039470208, -0.08782773383020658, -0.056746414629261735, -0.03704327731863482]",country
"[1.2629199834770353, 0.41734511596858953, -0.2893075146857841, -0.2681876882706391, -0.24110814928889907, -0.16014062349740452, -0.13148117354876646, -0.09623043212418333, -0.010787244763374558, 0.0034022647224233407, 0.04241300577736851, 0.04025647722926825, 0.032023385811646175]",country
"[1.681774745736276, 0.4951537585014793, -0.35450563066719, -0.22187885109808683, -0.14657958688759595, -0.024264058768708196, -0.0978135236910103, -0.14266170486086313, -0.06119295675640416, -0.054342931916506215, -0.0730824030305531, -0.043157323767169214, -0.0029402584746073403]",country
"[1.152895141675249, 0.44671799271723484, -0.05320381741752879, -0.06292757008273428, -0.17553722377948902, -0.16678862665102562, -0.1261584842234461, -0.09859809755613176, -0.07640584580900896, -0.0726610652981397, -0.030613782051495352, -0.013668443866916711, -0.0012380060380773686]",country
"[1.0578284173818704, 0.34421536851415135, -0.09797689681494054, -0.04646727797764994, -0.11309483550300127, -0.09885998200307379, -0.12469133776197405, -0.08443962129137886, -0.055214133463638314, -0.07373558314067405, -0.03430890521538926, -0.005957576261612852, -0.00383669277065159]",country
"[1.9787635699749784, 0.4936096061427454, -0.1142044652371489, 0.0856387351416774, -0.05716456529393508, -0.17353766263323459, -0.32931497491554607, -0.13938492362384228, -0.11879333232201689, -0.1535494739068835, -0.15135761270547748, -0.05019751943400593, -0.012634994043968627]",country
"[1.380476376679243, 0.4981852924672685, -0.16216250500390808, -0.12955823553926202, -0.22792984257513565, -0.13041694188047387, -0.1182284900744966, -0.15050739999343096, -0.0694117402316294, -0.0677549134642037, -0.054194494499964996, -0.018261492344048242, 0.028815466047401938]",country
"[1.5354363929545232, 0.4151540801037133, -0.4490993560778338, -0.13795038526158518, -0.025608242648923835, -0.005850924107232623, -0.1040419450904087, -0.17719308425624114, -0.052395470676636746, -0.04075900692409886, -0.022220982707397224, -0.006528551547090499, -0.017324902000040988]",country
"[0.6444545615172339, 0.31228656659176374, 0.03328765839109501, 0.018462087400935124, -0.0015336031580520403, -0.0170345086737374, -0.07555043873942749, -0.08061379639773918, -0.05021632193634167, -0.06292241681377019, -0.05587980915824773, -0.04453150218784798, -0.021383853843583087]",country
"[1.2014894209864915, 0.5699299384765569, -0.11354059508767399, -0.2869884234964807, -0.2470083505713853, -0.15120368729950362, -0.1270494975030986, -0.08293473919135409, -0.012890595455129768, 0.006772162559952605, 0.028673417662885618, -0.016764586936745315, -0.030938950308067915]",country
"[1.685002048645598, 0.5690672812955924, 0.007369493968669179, 0.001168743570797831, -0.11214964377532811, -0.14228764312857817, -0.18564187033490914, -0.1519458151034029, -0.08066472020745301, -0.058768128954220115, -0.0827772821655745, -0.02372979253467326, -0.05379434671969253]",country
"[1.8043597347952693, 0.506757988878846, -0.12038586948875044, -0.025170185473919297, -0.19580249638336777, -0.12792559069117426, -0.023783486361634184, -0.04836955952423987, -0.11924174491591233, -0.10580994586660458, -0.0612505178318659, -0.0008165725350088814, -0.017417274119619575]",country
"[1.8102060506425897, 0.498504589497625, -0.084129754836451, -0.04956404614929232, -0.2632351530351602, -0.152688583485874, -0.045247695377650686, -0.044506506537888055, -0.10074296152874025, -0.07945986829707312, -0.049212697192742065, -0.038331508768819945, -0.07233372474287393]",country
"[1.485186414041649, 0.6739277054190632, -0.0025270221226542716, -0.02499749533960523, -0.11698550409738269, -0.08437209449816109, -0.010102225595920625, -0.0491203800695548, -0.1039146447222705, -0.12239718480529675, -0.08459616872626236, -0.07767713938381186, -0.06657260247376923]",country
"[1.8798044324103422, 0.5411251769466698, -0.21114373315939491, -0.10913373463737396, -0.33987954416433647, -0.19824964054728508, -0.025324316892750127, -0.03519052838043096, -0.09596920469457013, -0.08842827375888859, -0.02227098705609723, -0.005384713965252713, 0.0005717373430077119]",country
"[1.5246575138140048, 0.6184747470857348, 0.0032943132670202693, 0.11112222871665763, -0.019991282003060867, -0.06255982662126248, -0.04611415916094576, -0.08263147845442233, -0.11264374179461399, -0.13169225126891018, -0.08909302546055888, -0.06714007343405637, -0.07374781098575517]",country
"[1.5122904088681726, 0.5535895042475196, -0.002531231840623086, 0.01457026613735825, -0.1762796411363025, -0.141626692213856, -0.07622402793644614, -0.07778012252773216, -0.0983575038989301, -0.09747896509713722, -0.06361420602136203, -0.05569378861055818, -0.06703829637704276]",country
"[1.3139823908567883, 0.4713450442987369, -0.11259907222080473, -0.01322703565955895, -0.09928768123617751, -0.08101377539923973, -0.019165443658739068, -0.049162749879207004, -0.09622625346880656, -0.10672639937398203, -0.04222153647590036, -0.0337997416666974, -0.05405514022950565]",country
"[1.6292750822042221, 0.7007337437136679, 0.03056578065454224, 0.014101188311978225, -0.11521958487802213, -0.09483534068585737, -0.03957007449478354, -0.06792713789313104, -0.11033808346905784, -0.1183559864025812, -0.09428224222640338, -0.07110810402080148, -0.05316315864801119]",country
"[1.1941657356482571, 0.5771290841999621, 0.04585579540716161, 0.0015753590615765318, -0.03854576978570963, -0.05650786205526982, -0.04838032785314003, -0.07708495942481443, -0.1062882943874734, -0.13055817880427062, -0.08545378535050197, -0.054962369784514783, -0.023756027497393185]",country
"[1.689497163782865, 0.5245220789758921, -0.09598772090936694, 0.06591346953654988, -0.17389271687423777, -0.12574719107566282, -0.014001917872537743, -0.043140552339873524, -0.0965548646518491, -0.0881266378124539, -0.0401478484341032, -0.049789766270887506, -0.06105485332565703]",country
"[1.1037961531619676, 0.4349158201009929, -0.014394899987647581, 0.021574463110735877, -0.08048096344131503, -0.04667549445546964, -0.026939512654119455, -0.0726595483182947, -0.08246493905260809, -0.09255681379737815, -0.06685262679206011, -0.058713942499574796, -0.047761870384342625]",country
"[1.9861872033055847, 0.4592099480479446, -0.08459744178064511, 0.04229209436493254, -0.40156226128313144, -0.16491988798176757, -0.0329538893588966, -0.003994904222292578, -0.04497926998926491, -0.06409545441195262, -0.047837131421891874, -0.033626718791424565, -0.06378395317354324]",country
"[1.0762703415121075, 0.3500990008273512, -0.21542345056166232, -0.2054651570498169, -0.23493169103314665, -0.10784844698184698, -0.02464375266991798, -0.05471309995682638, -0.04231713076949538, -0.050985582210903636, -0.050560575274888886, -0.027434693057598426, 0.028303406307551383]",country
"[1.9994972803854916, 0.9188422120373846, 0.06671121460549456, 0.0641322590580906, -0.14488034278311934, -0.20442008083672583, -0.11906489453540918, -0.13807455207838154, -0.17869346242405407, -0.16953687017754732, -0.16229589908191855, -0.15187811008360763, -0.10976115085546347]",country
"[1.7109196267670217, 0.6926495526025523, -0.04228986274996071, -0.030393291770983655, -0.1638800961513866, -0.14780894808602799, -0.0790621962697474, -0.1134006784317333, -0.1322069071667338, -0.14069226568790266, -0.16059812324607362, -0.10126859943976808, -0.03918798556805246]",country
"[2.2439448482833027, 0.7211141180585243, -0.2406299731042941, 0.09734246063689986, -0.1075015391037503, -0.2391943395038007, -0.09337205543248174, -0.10172743474075689, -0.1418575447862177, -0.1132874187854912, -0.12648635763004018, -0.1026902187857954, -0.03788924167752443]",country
"[1.6144856218937074, 0.7142106945223449, 0.12503439604118005, 0.1595027780378447, -0.07047282835160554, -0.11467094414359126, -0.0006523940170283202, -0.044003377268905866, -0.09977466148526958, -0.1270074094941891, -0.13878939139591984, -0.12710257900345853, -0.09892259063025528]",country
"[1.7052397916203843, 0.7164373171192554, -0.09369766833323924, -0.10964906337785003, -0.20725774773636263, -0.15859676708638992, -0.05973203911922991, -0.04754411496751132, -0.06641083801030015, -0.12625503697777574, -0.1501134564841507, -0.13014283184132533, -0.06923733011328327]",country
"[2.2282313506544478, 0.5983813943868916, -0.13947185921893146, 0.024230449983690644, -0.19476435784636656, -0.1439635626414849, -0.13751463016963789, -0.15251351400528307, -0.15885030847363563, -0.127894625195296, -0.13179385461391796, -0.08950066261876324, -0.1055266412036744]",country
"[1.4411978464179946, 0.5165827405831127, 0.06593393029203924, -0.007947138484686153, -0.04761333770332519, -0.12022992864667661, -0.18351931468600913, -0.1255371909901239, -0.1190144377523601, -0.06221312219219165, -0.03597221320228456, -0.05610595475862775, -0.0268533921600751]",disco
"[2.0190940838149523, 0.1260502983662315, -0.10128383495641236, 0.2448392966476682, 0.06231644960991997, -0.1243219325052056, -0.22595678800538818, -0.13739068446149605, -0.10593446287575387, -0.16061224332934185, -0.09361359948515942, -0.041105740474612906, -0.10831244940962663]",disco
"[1.8019363684547312, 0.43618389204536634, 0.17815435017349124, 0.0015856733737872432, -0.003987755185281036, -0.15854615396674107, -0.10181106435625935, -0.18482080329997172, -0.19568451418049498, -0.189913004321016, -0.1741661269613896, -0.08785741127685805, -0.09821630524051903]",disco
"[2.0300535429100806, 0.4318165250847526, 0.3794251590814252, 0.37728352840230756, -0.01598905033055051, -0.10054913794322248, -0.19694810708801097, -0.20361922575102706, -0.24335886011539687, -0.1714079412216162, -0.12755168420419827, -0.07030865447669937, -0.056064615577523576]",disco
"[1.393262362885392, 0.18576171233768263, -0.1391255581139578, -0.05672553094330294, 0.05345731920334392, 0.009983653873931062, -0.07046466123761445, -0.07085923273271891, -0.04803796636884442, -0.04741660339720444, -0.0352377963950535, 0.0064658890315691326, -0.02396683532263654]",disco
"[2.1965584885221854, 0.40436175512178196, -0.055483569530349705, 0.27117279777218867, -0.03822453606826255, -0.050176852673007304, -0.10655434489527632, -0.3000864733900173, -0.17089359621307706, -0.13868416216361767, -0.17344064977596055, -0.03794633437399843, -0.11668154791228813]",disco
"[2.1620782009450976, 0.2581334762186981, -0.09752839865922379, 0.22693560099289048, -0.15006485910966688, -0.06010007668327333, -0.24221052999548898, -0.25460477933974274, -0.0932730425162248, -0.14755254637305212, -0.08875705843436621, -0.029058260268264254, -0.0985865918524454]",disco
"[1.7739971786700328, 0.30653774611381734, 0.08616603161361969, 0.16496906308133785, -0.06613339605874428, -0.020468110951415795, -0.16767113800413022, -0.10470602719381156, -0.09077052973214844, -0.12902977401703186, -0.1199122727802145, -0.10764576122421055, -0.09491414106676008]",disco
"[1.9913586787363506, 0.15997184949266066, -0.19038646824152122, 0.3224256992601494, -0.04120000580866024, -0.10616414231212021, -0.06017085657845401, -0.08095655667253832, -0.08290035286700348, -0.055902146912603, -0.12211507676822013, -0.07874218424613215, -0.09039322152421038]",disco
"[1.5314539330957158, 0.09759302115467895, -0.12807516532819982, 0.13817154897554035, -0.14486006397125673, -0.16970723124958054, -0.0679550100688863, -0.08152720901528807, -0.11692768972977183, 0.013009157449626286, -0.03351555685945394, -0.07327818607291843, -0.07653790353464604]",disco
"[2.3686718305938155, 0.37039164200754443, 0.01856164296625811, 0.3986660491773393, 0.08787943624505357, -0.03687177090092827, -0.13574284001429007, -0.1794567081557287, -0.18421760897350542, -0.13094430673052995, -0.09843115901751834, -0.040109245872217654, -0.07896651564870949]",disco
"[1.937618431074354, 0.44556358854672834, 0.07749860109140135, -0.029634366359907977, -0.04902418080374138, -0.21395024670165672, -0.3202934670928198, -0.3107401414845193, -0.26343606018674015, -0.12093742512650037, -0.09542157125654281, -0.0031672568747617203, -0.047298291914080845]",disco
"[1.841483366989131, 0.384457941360771, 0.03806652968324948, 0.3403493226760108, 0.1487212714573391, 0.014239412619370116, 0.015055214746373745, -0.06052558248176201, -0.10143169109619195, -0.07070287630215963, -0.08226969651547397, -0.058337908519620146, -0.13306513924833396]",disco
"[1.8732496243703471, 0.3329392762408767, 0.15107115150611727, -0.06999930691125102, -0.21682103778738912, -0.14143171307307803, -0.19391778535518436, -0.1847600821865932, -0.14357418284524787, -0.0406026391548634, 0.03701521481171052, 0.021385416855370203, -0.021893966012325145]",disco
"[2.0405667543351056, 0.314160062333102, 0.0315164359048712, 0.12904730218270466, -0.09198558903464892, -0.0947308765751956, -0.20433290115040448, -0.2816775768841816, -0.21884602169926368, -0.1757684634420723, -0.12080538666185413, -0.05423389981994232, -0.06023321884048612]",disco
"[2.1393862504360364, 0.7681559105148537, -0.07640389027094804, -0.23559774981422918, -0.1318249608430633, -0.1110431108169585, -0.13650695156254006, -0.18843023005546364, -0.08619700133672248, -0.11095447700380992, -0.15873307993992225, -0.12754887250086636, -0.1157787263386944]",disco
"[2.145261361244295, 0.6208968527745239, 0.10228632815392662, 0.24161151092951494, -0.002360967842680022, -0.05015496502385095, -0.04859541890259826, -0.22161380091603972, -0.24090608548980488, -0.1690707901677414, -0.1603887084254363, -0.10566904774022705, -0.11575143315610815]",disco
"[1.3414960247679633, 0.33559780225361907, -0.11586388066145448, -0.125402044936561, -0.15500822988157714, -0.11148113497358385, -0.05130346875773413, -0.06151927884733543, -0.04526132733599113, -0.04959928407605714, -0.049665132742720955, -0.04400565050717372, -0.04879578394950509]",disco
"[1.607972839078412, 0.27802334633873094, -0.11534036002592404, -0.0366189051606809, 0.07607507731323561, -0.051403934079118044, -0.10819335922486435, -0.06819729405734769, -0.060930917496324385, -0.12819782036810104, -0.1329097250656248, -0.058056260081291756, -0.08189167866906]",disco
"[1.6312548266862028, 0.3931758730469185, -0.195383280734299, 0.18129828162132502, 0.11342003253889221, -0.15912868642457975, -0.15710488468211256, -0.1623848044520875, -0.18981737359734724, -0.16442397157048547, -0.07986998439179102, -0.0610110863570364, -0.06394188344901189]",disco
"[1.516476513441307, 0.39392988765592596, -0.14036003369681385, -0.05497011366220004, -0.1548338800667719, -0.07443756590470468, -0.1263161797364598, -0.09684989542469158, -0.09066492448090879, -0.04486675162930885, -0.011812825027749089, -0.025814263795654917, -0.015375130905141055]",disco
"[1.2703591645098944, 0.3865810788409194, 0.14447603512113197, -0.051701345404844744, -0.024069405382811486, -0.10034191777544797, -0.11028030698306503, -0.13314500357401676, -0.09715669436464854, -0.07215162011061037, -0.043084854346615534, -0.027886531119978047, -0.03883481269466766]",disco
"[1.526278353210991, 0.28417511089605685, 0.18975776162517208, -0.015941967549376115, -0.14486906271395653, -0.11484758122819907, -0.13255685476056756, -0.21087370937682395, -0.11778168244282296, -0.104564551659389, -0.08487771046768881, -0.06006828900952881, -0.052590284264056465]",disco
"[1.9521759890845565, 0.3424577054025543, 0.051173824239073705, 0.0017019860566539209, -0.09339003959283582, -0.04557602211792062, 0.0022997943952847654, -0.03272971236675107, -0.022307693053053253, -0.019312052919606144, -0.08577201972224087, -0.1284433611573107, -0.21288152223302498]",disco
"[1.6102033394955844, 0.3365889476743752, -0.22328898201895817, 0.04006330280904504, 0.0720274796822118, -0.05905322160829818, -0.08618323926583489, -0.14443193594692075, -0.11238993217691934, -0.08748985644969219, -0.11397420905433105, -0.13673117087878683, -0.16373254210799712]",disco
"[1.1889939215808638, 0.3028578271463229, -0.15921228513268898, -0.08955659577961425, -0.08808442317565907, -0.07786014222601893, -0.08572592412629224, -0.1112169427963435, -0.060028384491659786, -0.03492406354134491, -0.010106070855330378, -0.02674530820329378, -0.034573817119071974]",disco
"[1.6594468688743702, 0.412271208110804, 0.07994902273387305, 0.03540890686728888, -0.01633226898374624, -0.062277761891151216, -0.08296814544381767, -0.10460579087144488, -0.10915260877064649, -0.09902015750385941, -0.10251094828585885, -0.1272736027122143, -0.1401466628116068]",disco
"[1.1646431652912361, 0.460484392635159, 0.31347274499338884, 0.21731682838099722, 0.04971063416328053, -0.043992729751576976, -0.07512678741187023, -0.11292111773968104, -0.13250465348030238, -0.13723577624543196, -0.10909116673272838, -0.07217843522873049, -0.03294714757815444]",disco
"[1.951465227318952, 0.24783227863662274, 0.0949674712461943, 0.06849039162850916, 0.033188659891853024, -0.19126282100773837, -0.12476256749429432, -0.15503092754600004, -0.1440527744967503, -0.12746256088579955, -0.12968457291917784, -0.09562922648861424, -0.05878406260815655]",disco
"[1.640737113083202, 0.24768905034119454, -0.1915114378406197, -0.01178022091577953, 0.016413956100538855, -0.0898633088095399, -0.16043018706882683, -0.16665990855842283, -0.03231786592898385, -0.08676367514858957, -0.05567290776488971, -0.06727508524837522, -0.08078924600317362]",disco
"[1.8037599531415878, 0.35741801432357645, 0.08264484694933888, 0.03597904946705951, -0.10601333939392676, -0.23568143586015486, -0.2292473043409001, -0.22189092758202095, -0.1877157495164788, -0.12472971671887657, -0.07179217137821266, -0.007754227432420353, 0.03477644632593764]",disco
"[1.500046643345343, 0.11865153013305214, -0.1607767211040261, 0.041782421823346697, -0.08531130427751216, -0.10947700785073483, -0.10444106457616877, -0.052793846358038854, -0.015832207936781712, -0.07287048799109688, -0.017378356135098312, -0.02451544472256238, -0.05669205620899117]",disco
"[1.2614548863915505, 0.24218854345017785, -0.18970714392301502, 0.09983740237854617, 0.08835464670943957, -0.10683275102824605, -0.15690207880399437, -0.07376285395902131, -0.06769540515449725, -0.10466972668084144, -0.06797086126732262, -0.037361313548236214, -0.04941775878638763]",disco
"[1.888823655081905, 0.445221927331872, -0.04738339538180522, 0.18935707984203373, -0.033889014576883314, 0.012856524955897676, -0.005450922595035468, -0.11952003886242249, -0.1517702161766294, -0.13740906295826985, -0.11059661488439312, -0.04535360810358964, -0.06258415272944083]",disco
"[1.5437932782716657, 0.15384502486916304, -0.04903071634146779, -0.11809899105141217, -0.09593008082382239, -0.1429575476935692, -0.13644867456897056, -0.09549950492329527, -0.05660079045825994, -0.04484849254078649, -0.04331133446347532, -0.06686425004170607, -0.07787772119932881]",disco
