features,class
"[0.3946047, 0.21213387, 0.36819866, 0.2034974, 0.21090391, 0.2370694, 0.14349133, 0.30546394, 0.20854683, 0.24783087, 0.3078766, 0.20691557]",classical
"[0.2587205, 0.15503031, 0.4030318, 0.14624661, 0.36034125, 0.41550517, 0.21998656, 0.37735742, 0.17043102, 0.37395814, 0.1116065, 0.19506586]",classical
"[0.33300045, 0.1972398, 0.30957523, 0.18915662, 0.30734375, 0.33595353, 0.2488555, 0.3261829, 0.24583302, 0.37574753, 0.21800505, 0.30403572]",classical
"[0.4097013, 0.22990912, 0.28209615, 0.21545713, 0.31906796, 0.3403365, 0.26599634, 0.38257408, 0.24953447, 0.34102595, 0.23356101, 0.3951985]",classical
"[0.47089422, 0.21922907, 0.31134686, 0.19055067, 0.31662858, 0.20587231, 0.20148921, 0.3940139, 0.23716702, 0.37731066, 0.17275353, 0.2845684]",classical
"[0.43383455, 0.26041076, 0.33321312, 0.21783516, 0.2429392, 0.45365524, 0.33212337, 0.30259773, 0.21622148, 0.36749125, 0.38444042, 0.29831928]",classical
"[0.25645727, 0.17785884, 0.2501849, 0.16074109, 0.17691259, 0.459757, 0.1921817, 0.13132314, 0.1205157, 0.18360886, 0.37733692, 0.2353489]",classical
"[0.13230392, 0.21358496, 0.117770225, 0.3153219, 0.19747554, 0.056814756, 0.104875684, 0.19410166, 0.601396, 0.2661769, 0.07038857, 0.11833213]",classical
"[0.16385731, 0.3567847, 0.48980343, 0.28304708, 0.13822627, 0.17687346, 0.18748653, 0.11605822, 0.09084527, 0.15316612, 0.18003644, 0.1502299]",classical
"[0.27204278, 0.1612792, 0.20644662, 0.18336439, 0.07015784, 0.10001761, 0.10604849, 0.2830632, 0.18782313, 0.12427794, 0.3207903, 0.23026235]",classical
"[0.4222586, 0.23196152, 0.29694793, 0.2117614, 0.38428164, 0.31566393, 0.1764904, 0.32422444, 0.16334653, 0.12496902, 0.16993639, 0.38799283]",classical
"[0.41657788, 0.12562025, 0.15839963, 0.08214125, 0.29492703, 0.5272514, 0.15220188, 0.2884898, 0.14486797, 0.3988437, 0.33052087, 0.16731936]",classical
"[0.39404437, 0.124509536, 0.17884202, 0.07495175, 0.23678745, 0.43174118, 0.15193939, 0.29221374, 0.11963982, 0.34621903, 0.32847154, 0.16063127]",classical
"[0.24000607, 0.18260121, 0.25239953, 0.16895573, 0.21241046, 0.2714995, 0.14149117, 0.21729349, 0.22599353, 0.53988737, 0.31449834, 0.16337961]",classical
"[0.46571666, 0.19246855, 0.17297854, 0.10416468, 0.18449003, 0.29391155, 0.12549824, 0.1932422, 0.09467211, 0.20315668, 0.22874181, 0.23851347]",classical
"[0.31438875, 0.19955942, 0.3200724, 0.2659987, 0.2498831, 0.47262862, 0.21977235, 0.17568836, 0.15543067, 0.3354532, 0.40408853, 0.23959367]",classical
"[0.4292946, 0.15254721, 0.28669703, 0.15262288, 0.19383605, 0.46074155, 0.14129743, 0.118507765, 0.06141118, 0.18982238, 0.242665, 0.16624363]",classical
"[0.2773733, 0.13728246, 0.30251187, 0.1472727, 0.21247959, 0.44970685, 0.14754918, 0.13920794, 0.10035688, 0.31572744, 0.43988514, 0.17940307]",classical
"[0.5362531, 0.26113057, 0.06872173, 0.091321126, 0.17025925, 0.26311076, 0.12940119, 0.24313484, 0.22020715, 0.113797866, 0.23360892, 0.277398]",classical
"[0.30503085, 0.22986543, 0.20068124, 0.41548303, 0.16574116, 0.18371868, 0.115995966, 0.34232566, 0.3925648, 0.20934698, 0.36686662, 0.196769]",classical
"[0.17462136, 0.09397807, 0.28288916, 0.4023951, 0.191338, 0.32966396, 0.19870746, 0.19234994, 0.27530047, 0.16432096, 0.1587201, 0.16379814]",classical
"[0.2574407, 0.23316573, 0.18210727, 0.4019883, 0.15885358, 0.13758029, 0.1011775, 0.29512933, 0.4029686, 0.19793384, 0.21297115, 0.11982911]",classical
"[0.12168777, 0.10355798, 0.30325934, 0.35543814, 0.12761086, 0.19596556, 0.14067358, 0.18200569, 0.28720388, 0.2279686, 0.40882996, 0.15912975]",classical
"[0.36722958, 0.3343808, 0.39532363, 0.4814547, 0.49313793, 0.38542095, 0.5560379, 0.52509755, 0.29247728, 0.27335873, 0.57349795, 0.579469]",classical
"[0.16062085, 0.35950482, 0.41966277, 0.22227816, 0.34413007, 0.21864292, 0.3619921, 0.22190537, 0.2078796, 0.24843563, 0.15740527, 0.27879602]",classical
"[0.2238432, 0.16997947, 0.2706894, 0.22445245, 0.28971782, 0.3166518, 0.33039522, 0.38719547, 0.2886925, 0.32387525, 0.315683, 0.25047442]",classical
"[0.50799376, 0.17903347, 0.19536, 0.088234924, 0.22357906, 0.4100323, 0.14121163, 0.2163944, 0.15872824, 0.4760896, 0.20284213, 0.13810892]",classical
"[0.23106867, 0.14389935, 0.20901395, 0.15660128, 0.114758305, 0.2116192, 0.19248015, 0.59102684, 0.28724387, 0.19233266, 0.43334308, 0.1854438]",classical
"[0.33758003, 0.22729035, 0.4992599, 0.29681367, 0.36289692, 0.34906086, 0.20823751, 0.39227328, 0.21896705, 0.3210603, 0.29744014, 0.20600708]",classical
"[0.19149181, 0.16623515, 0.34795532, 0.46193337, 0.23386496, 0.40100306, 0.20460707, 0.42808247, 0.4550879, 0.26131845, 0.42284864, 0.16985068]",classical
"[0.2288202, 0.21470532, 0.40218928, 0.16060197, 0.21918964, 0.12491973, 0.29081705, 0.45155188, 0.23989616, 0.4328088, 0.18505839, 0.34185418]",classical
"[0.34127745, 0.25350353, 0.2119688, 0.311024, 0.14900947, 0.21924779, 0.14133856, 0.39712036, 0.55556726, 0.27469027, 0.46164235, 0.21662116]",classical
"[0.18509717, 0.09335568, 0.061193008, 0.18315768, 0.27486563, 0.08935509, 0.124211416, 0.07525401, 0.3685663, 0.3402616, 0.15639521, 0.65568423]",classical
"[0.16763654, 0.28685963, 0.13004182, 0.26356122, 0.15772605, 0.0733835, 0.17544428, 0.22751282, 0.4869938, 0.27379185, 0.2420999, 0.14779717]",classical
"[0.14325443, 0.29333282, 0.13150555, 0.24401438, 0.4218656, 0.17637788, 0.20664576, 0.1415127, 0.33865595, 0.2396353, 0.09838355, 0.2759024]",classical
"[0.29026464, 0.09248528, 0.0428028, 0.12809785, 0.28104782, 0.12570612, 0.12636742, 0.06835065, 0.1019602, 0.39994803, 0.17941748, 0.33688372]",classical
"[0.2567905, 0.100576535, 0.21913308, 0.16466424, 0.4265305, 0.43179497, 0.25511464, 0.4145431, 0.11722246, 0.111274645, 0.061216168, 0.16445856]",classical
"[0.42660496, 0.33505118, 0.5312088, 0.3250084, 0.20112142, 0.21847247, 0.35218215, 0.4466264, 0.29512036, 0.48445246, 0.54862005, 0.26127657]",classical
"[0.2937871, 0.15847571, 0.35678384, 0.16902576, 0.12500417, 0.33625522, 0.13255902, 0.22168738, 0.17833672, 0.22476135, 0.3807066, 0.15488082]",classical
"[0.21394949, 0.3671391, 0.5994518, 0.25113147, 0.22109622, 0.17671964, 0.2197639, 0.29514316, 0.2117639, 0.46880165, 0.29086626, 0.19952044]",classical
"[0.3503473, 0.23687825, 0.24383804, 0.11157792, 0.37906736, 0.1970923, 0.082640335, 0.17907876, 0.17025618, 0.33207634, 0.13538301, 0.24919276]",classical
"[0.3978669, 0.14386007, 0.11233401, 0.10269966, 0.3878665, 0.5836415, 0.27868804, 0.2832642, 0.1927139, 0.51778686, 0.3101774, 0.1686359]",classical
"[0.30572265, 0.35224056, 0.3314848, 0.3521755, 0.39393696, 0.22778721, 0.42461586, 0.36581215, 0.2528864, 0.32075065, 0.29910964, 0.38027623]",classical
"[0.2809078, 0.42642567, 0.3355582, 0.3660879, 0.3697453, 0.3916055, 0.58974, 0.39428928, 0.46357313, 0.32929918, 0.3145764, 0.34534782]",country
"[0.31558183, 0.41513738, 0.3190988, 0.44664738, 0.41662508, 0.4548228, 0.6393338, 0.42126295, 0.38003975, 0.26149184, 0.3887317, 0.5098789]",country
"[0.26329672, 0.33077008, 0.25216144, 0.25247994, 0.36021203, 0.26171848, 0.22777973, 0.22168612, 0.37365118, 0.46601325, 0.293119, 0.26204762]",country
"[0.30632704, 0.3565917, 0.6214756, 0.34400606, 0.33014697, 0.2327682, 0.3699312, 0.5071029, 0.37883723, 0.4702666, 0.27344304, 0.33295572]",country
"[0.31379935, 0.23277383, 0.21850555, 0.3611488, 0.5383796, 0.35542595, 0.37827784, 0.3223407, 0.44787928, 0.37981826, 0.41035566, 0.6344665]",country
"[0.4400666, 0.41111323, 0.49564955, 0.3664421, 0.44267514, 0.35165504, 0.403609, 0.522922, 0.37062052, 0.41117138, 0.33256075, 0.444168]",country
"[0.38722178, 0.3239737, 0.47947618, 0.4100727, 0.45540768, 0.6417345, 0.42213133, 0.4380605, 0.29586244, 0.3834456, 0.48703796, 0.33480942]",country
"[0.47495064, 0.42914683, 0.38608167, 0.52029693, 0.36138865, 0.38551614, 0.3128998, 0.42753577, 0.57939565, 0.3989006, 0.43052408, 0.35075384]",country
"[0.35568413, 0.36208785, 0.26729855, 0.32272115, 0.48402667, 0.38064703, 0.38942763, 0.28034842, 0.3909515, 0.2985552, 0.26630715, 0.465997]",country
"[0.34357986, 0.32982486, 0.49209043, 0.2811872, 0.3551693, 0.43174508, 0.48092812, 0.75351495, 0.46447617, 0.45571843, 0.39459985, 0.3724813]",country
"[0.35558915, 0.24536465, 0.25055748, 0.23491046, 0.36676782, 0.318359, 0.27029362, 0.43762633, 0.27982673, 0.28098795, 0.20958284, 0.24764644]",country
"[0.24819335, 0.25877768, 0.40739092, 0.26747596, 0.26845685, 0.24873528, 0.3665463, 0.3798198, 0.24934074, 0.32244307, 0.25873148, 0.33494702]",country
"[0.42901555, 0.27573398, 0.26660195, 0.21646191, 0.36062747, 0.3928496, 0.31897983, 0.45254028, 0.25413328, 0.1722837, 0.15570042, 0.26337674]",country
"[0.27635795, 0.36968693, 0.2896836, 0.26818126, 0.53759354, 0.36395556, 0.34896386, 0.30430526, 0.3872937, 0.54073894, 0.35416636, 0.37632146]",country
"[0.24992941, 0.43677825, 0.42828205, 0.37774184, 0.47622254, 0.32921335, 0.32977694, 0.23325546, 0.35517687, 0.51305753, 0.33403334, 0.3172192]",country
"[0.33787778, 0.31778055, 0.3777042, 0.7605423, 0.364441, 0.30319822, 0.32089716, 0.3061198, 0.404934, 0.32724196, 0.42295495, 0.31134993]",country
"[0.47893447, 0.23966967, 0.19934839, 0.15311438, 0.32265553, 0.61756074, 0.3346232, 0.27877006, 0.22334735, 0.36846757, 0.3728818, 0.28228948]",country
"[0.24377052, 0.38557625, 0.5562794, 0.3446776, 0.42201483, 0.28083906, 0.4074698, 0.39510158, 0.2766679, 0.4043006, 0.24758783, 0.32281104]",country
"[0.5737068, 0.36213326, 0.31187055, 0.26165563, 0.36042705, 0.514654, 0.32175195, 0.40986103, 0.3131485, 0.3941157, 0.2942426, 0.32077566]",country
"[0.37916762, 0.25728753, 0.28697702, 0.24381782, 0.33184674, 0.29419255, 0.3320548, 0.46621683, 0.28689262, 0.28571504, 0.25773633, 0.36680585]",country
"[0.31707495, 0.31210843, 0.4691754, 0.3918687, 0.32452264, 0.37559316, 0.29311085, 0.26854268, 0.26861587, 0.40829262, 0.5672916, 0.38934878]",country
"[0.35796648, 0.22975117, 0.22729711, 0.17803271, 0.28875262, 0.31486878, 0.26844814, 0.2988088, 0.28464136, 0.42782977, 0.30738127, 0.2870906]",country
"[0.2682862, 0.29398218, 0.32058924, 0.44046864, 0.31456852, 0.23191139, 0.2937893, 0.31822315, 0.396302, 0.28926373, 0.35120225, 0.3419837]",country
"[0.30509695, 0.22888198, 0.2519213, 0.24595287, 0.33685225, 0.55480975, 0.401878, 0.2885322, 0.23047565, 0.31915247, 0.2826002, 0.21906039]",country
"[0.5198592, 0.27720696, 0.20144778, 0.2066787, 0.21526717, 0.20572646, 0.24924268, 0.4142482, 0.21719454, 0.18488266, 0.20171231, 0.35213554]",country
"[0.37209484, 0.3256293, 0.35402983, 0.32711893, 0.38083708, 0.24858908, 0.33649305, 0.43221104, 0.32965732, 0.32789326, 0.295116, 0.4382811]",country
"[0.3404519, 0.29982507, 0.47917512, 0.29208466, 0.24041429, 0.1940009, 0.34484687, 0.38079834, 0.26235527, 0.4149317, 0.28333205, 0.4260713]",country
"[0.267276, 0.3642913, 0.33197573, 0.40060544, 0.5926682, 0.39323086, 0.32996437, 0.28913406, 0.4509738, 0.5626846, 0.36107728, 0.3578954]",country
"[0.22448856, 0.34386247, 0.413079, 0.27152237, 0.34005466, 0.32426363, 0.44878602, 0.3651337, 0.27312025, 0.36588407, 0.21594723, 0.23324957]",country
"[0.26938036, 0.394806, 0.3184606, 0.37485233, 0.3228481, 0.43743223, 0.32814193, 0.25167602, 0.393327, 0.2615906, 0.20934561, 0.1578252]",country
"[0.047439393, 0.13030222, 0.34815413, 0.17619418, 0.22960682, 0.14567645, 0.26103717, 0.27845514, 0.22216171, 0.5091876, 0.20452736, 0.103743985]",country
"[0.547768, 0.25927904, 0.27136543, 0.16810732, 0.2645409, 0.3527697, 0.26718053, 0.49042013, 0.24895251, 0.31300372, 0.29037967, 0.28764307]",country
"[0.37682104, 0.28788042, 0.21328093, 0.29949954, 0.49094835, 0.3472751, 0.28590634, 0.21514763, 0.2733255, 0.31126776, 0.3460854, 0.5254576]",country
"[0.23748964, 0.2540177, 0.20563088, 0.36495107, 0.35451347, 0.29218104, 0.46413204, 0.28063032, 0.35664386, 0.24372475, 0.2940851, 0.45420223]",country
"[0.27838042, 0.35348287, 0.4532175, 0.35154778, 0.39548233, 0.35099745, 0.3817685, 0.32662034, 0.30367386, 0.49587315, 0.32399055, 0.295209]",country
"[0.4254257, 0.29908577, 0.29396, 0.27789596, 0.4620693, 0.54931235, 0.3383689, 0.38342038, 0.33363003, 0.42962435, 0.39547986, 0.32228878]",country
"[0.36953467, 0.59666985, 0.36558703, 0.31230626, 0.21815598, 0.3013169, 0.19629572, 0.3141043, 0.62024105, 0.3653251, 0.2452859, 0.23140925]",country
"[0.33466843, 0.3990342, 0.33632952, 0.43355462, 0.35396528, 0.39306295, 0.3393723, 0.3034005, 0.4153179, 0.39706314, 0.4569673, 0.32457957]",country
"[0.4962265, 0.37055576, 0.43212754, 0.34086183, 0.42038706, 0.32703814, 0.36279595, 0.3941806, 0.2461913, 0.28536674, 0.2886068, 0.44272]",country
"[0.43053293, 0.64952505, 0.45897627, 0.45078588, 0.62848043, 0.3801823, 0.39379847, 0.34629187, 0.3952013, 0.4807336, 0.29234496, 0.3459016]",country
"[0.34974506, 0.41964903, 0.5621707, 0.3444949, 0.3353461, 0.24094574, 0.34119827, 0.42850593, 0.3550641, 0.43276495, 0.2937084, 0.3778662]",country
"[0.3631428, 0.347721, 0.3876973, 0.43044546, 0.48979104, 0.30003127, 0.275143, 0.33119714, 0.4720885, 0.6176215, 0.40211302, 0.38600102]",country
"[0.45231086, 0.43192557, 0.41733173, 0.3256156, 0.41338196, 0.30981132, 0.24323379, 0.31314623, 0.37767154, 0.54947406, 0.45598555, 0.4099897]",country
"[0.36353594, 0.37590137, 0.5015633, 0.340706, 0.3890707, 0.2987215, 0.41676056, 0.4250814, 0.39553988, 0.6596928, 0.31631458, 0.3545475]",country
"[0.29561827, 0.36057466, 0.26924714, 0.4463854, 0.3933075, 0.25788823, 0.41028115, 0.3449455, 0.4583205, 0.39692223, 0.3328009, 0.35487145]",country
"[0.3109944, 0.28934717, 0.32325265, 0.5441289, 0.30419463, 0.2918875, 0.2581542, 0.38453788, 0.4531591, 0.31756014, 0.38529813, 0.28392467]",country
"[0.23344706, 0.3672985, 0.40671283, 0.35911906, 0.55667853, 0.45478663, 0.4013781, 0.33290392, 0.42736325, 0.4840703, 0.25933456, 0.2070173]",country
"[0.4670243, 0.2587592, 0.34672603, 0.23274192, 0.28663486, 0.26811898, 0.2643465, 0.53059655, 0.3196204, 0.25658792, 0.192138, 0.299962]",country
"[0.32486096, 0.27760217, 0.32964924, 0.27966556, 0.29649737, 0.49741137, 0.27589852, 0.2207589, 0.18930563, 0.26886147, 0.43835983, 0.33557463]",country
"[0.29022914, 0.20588244, 0.43984473, 0.32480356, 0.31474924, 0.24294649, 0.3033044, 0.42531553, 0.269502, 0.33055428, 0.30552876, 0.4339215]",country
"[0.47681004, 0.29756507, 0.3870544, 0.30831885, 0.3985205, 0.30194554, 0.26912412, 0.416596, 0.32827458, 0.44525632, 0.28262907, 0.30162457]",country
"[0.22538953, 0.12675163, 0.10140561, 0.22874846, 0.38062677, 0.27880803, 0.29369172, 0.24616951, 0.40156895, 0.3786024, 0.27411222, 0.35993356]",country
"[0.46255717, 0.25760368, 0.22323155, 0.2555403, 0.44415203, 0.5458828, 0.35554203, 0.39455304, 0.27738568, 0.26230907, 0.20410024, 0.2642563]",country
"[0.28581643, 0.32458386, 0.38036445, 0.3685508, 0.5988277, 0.34196967, 0.30643147, 0.35655382, 0.34626326, 0.5380675, 0.35119557, 0.2820831]",country
"[0.25265622, 0.2094497, 0.40570948, 0.3987172, 0.3007653, 0.32187417, 0.24797112, 0.35138315, 0.31067455, 0.30100173, 0.40881202, 0.24370837]",country
"[0.3025184, 0.31253555, 0.26011565, 0.40583804, 0.46981716, 0.27615795, 0.3162468, 0.29551005, 0.47824353, 0.37018806, 0.32471687, 0.4735139]",country
"[0.3617763, 0.24791817, 0.20804341, 0.15534441, 0.27228966, 0.6047759, 0.36410624, 0.28827333, 0.27749577, 0.432476, 0.37617028, 0.24088575]",country
"[0.28782755, 0.35800585, 0.23301032, 0.36922264, 0.23074494, 0.2485567, 0.263862, 0.2793556, 0.56254935, 0.39826193, 0.33383074, 0.21556324]",country
"[0.32264015, 0.21286586, 0.31858042, 0.5221744, 0.34628904, 0.41033724, 0.2865719, 0.31664038, 0.2690504, 0.2950212, 0.56487966, 0.31370977]",country
"[0.18752585, 0.13427395, 0.21459073, 0.3944424, 0.25747544, 0.32046252, 0.27481505, 0.44903776, 0.4277942, 0.29035127, 0.28884533, 0.1729234]",country
"[0.4870208, 0.27031144, 0.23199686, 0.2198602, 0.35275173, 0.49080643, 0.4196618, 0.44703645, 0.33262673, 0.3311733, 0.24757695, 0.2743958]",country
"[0.15066564, 0.2989341, 0.4374718, 0.255698, 0.29160777, 0.15949772, 0.23850408, 0.28934178, 0.3923564, 0.6775439, 0.3522724, 0.23103449]",country
"[0.33500475, 0.38690442, 0.57661194, 0.4264225, 0.44247165, 0.39887273, 0.34677005, 0.31443134, 0.36114243, 0.5273617, 0.2820329, 0.285672]",country
"[0.2937931, 0.38006347, 0.47553962, 0.33289236, 0.37837514, 0.2874734, 0.3861366, 0.28192303, 0.21917644, 0.28369635, 0.29944634, 0.388711]",country
"[0.31386486, 0.21534273, 0.23614134, 0.25621936, 0.33203483, 0.5466319, 0.27874145, 0.28737736, 0.21055682, 0.192691, 0.15370904, 0.13852763]",country
"[0.24510671, 0.22748657, 0.14052315, 0.20422173, 0.31658244, 0.2853663, 0.35695896, 0.27859607, 0.37638122, 0.334638, 0.26729357, 0.36024857]",country
"[0.16791388, 0.2483932, 0.33158365, 0.23434809, 0.4513725, 0.25915724, 0.32572103, 0.35540995, 0.31347266, 0.6584513, 0.27044138, 0.23175533]",country
"[0.33969223, 0.37171912, 0.29661313, 0.32516214, 0.31916645, 0.37908792, 0.25317657, 0.2775208, 0.3787147, 0.30872738, 0.33976972, 0.26649645]",country
"[0.24501532, 0.38847947, 0.461395, 0.34271264, 0.32905582, 0.3016629, 0.44952732, 0.28310442, 0.31423804, 0.45559978, 0.33892882, 0.28175268]",country
"[0.20633194, 0.37489194, 0.57567304, 0.33493513, 0.26953325, 0.22517566, 0.33578333, 0.33937308, 0.37887728, 0.57989335, 0.31679282, 0.28851336]",country
"[0.29737112, 0.31796336, 0.27134752, 0.44126463, 0.57988864, 0.3441595, 0.33999813, 0.2801068, 0.396021, 0.38400954, 0.3052985, 0.42496774]",country
"[0.19654574, 0.23052025, 0.42506313, 0.26807994, 0.2955348, 0.18941237, 0.2868771, 0.2861898, 0.25841898, 0.36206374, 0.28378123, 0.42912793]",country
"[0.24906103, 0.48537508, 0.37083495, 0.23568217, 0.3292686, 0.30311814, 0.4971599, 0.2990857, 0.32502303, 0.4969805, 0.29677773, 0.2521564]",country
"[0.36868745, 0.3023432, 0.24075928, 0.3453317, 0.384473, 0.29474506, 0.4551457, 0.34046835, 0.3859898, 0.36533925, 0.39404225, 0.6209727]",country
"[0.35178223, 0.3071302, 0.49475023, 0.3416016, 0.26510957, 0.20205726, 0.36185572, 0.5634569, 0.34192175, 0.37908363, 0.28283432, 0.36833587]",country
"[0.21285069, 0.294693, 0.3143746, 0.40082547, 0.63786244, 0.3090861, 0.34711024, 0.4584185, 0.3868428, 0.5470703, 0.3180341, 0.2353412]",country
"[0.2209649, 0.29551166, 0.4115092, 0.29060355, 0.32783225, 0.23501115, 0.2708343, 0.20817912, 0.25191802, 0.48061177, 0.283814, 0.29028642]",country
"[0.59371907, 0.24409164, 0.24988937, 0.20982848, 0.35282922, 0.5138586, 0.26209056, 0.40026113, 0.29353997, 0.39881772, 0.23583935, 0.2931035]",country
"[0.3763513, 0.39605963, 0.3579744, 0.40096557, 0.44080028, 0.31350365, 0.32417843, 0.25806648, 0.3578649, 0.41394138, 0.40433115, 0.47051847]",country
"[0.40946943, 0.21889389, 0.29995793, 0.24163799, 0.45524448, 0.35201657, 0.25931874, 0.47128007, 0.2527341, 0.30825514, 0.18286611, 0.27209115]",country
"[0.30158213, 0.35038155, 0.60315347, 0.46111295, 0.27216122, 0.2247253, 0.38892514, 0.43454397, 0.34465864, 0.4927809, 0.37620056, 0.397177]",country
"[0.32280654, 0.32843688, 0.34268153, 0.36162752, 0.506272, 0.3069597, 0.28852686, 0.31161723, 0.4163972, 0.547509, 0.38754353, 0.4233424]",country
"[0.35196632, 0.33034652, 0.4486076, 0.38224414, 0.3901615, 0.35123378, 0.40645972, 0.546932, 0.373611, 0.37801763, 0.31411967, 0.35698244]",country
"[0.27000675, 0.3418866, 0.24118486, 0.31907323, 0.3975408, 0.2486251, 0.28922865, 0.2557116, 0.43294662, 0.3562374, 0.28159168, 0.38755277]",country
"[0.34088987, 0.27700233, 0.4412588, 0.274389, 0.29255158, 0.22167778, 0.26490238, 0.40734547, 0.28244886, 0.3963004, 0.26360613, 0.3739805]",country
"[0.22526868, 0.30707902, 0.28534627, 0.3359467, 0.52139145, 0.3409134, 0.3044721, 0.21874094, 0.3723663, 0.5061046, 0.30825222, 0.32915878]",country
"[0.38928846, 0.33680934, 0.39849022, 0.41529074, 0.35791427, 0.44727144, 0.32298803, 0.33634323, 0.27374315, 0.3711084, 0.46463317, 0.35245973]",country
"[0.33368465, 0.26507562, 0.3650449, 0.27323356, 0.3738971, 0.23619252, 0.2703681, 0.4809884, 0.3223921, 0.35477126, 0.2809624, 0.38625187]",country
"[0.27203605, 0.3312518, 0.26009837, 0.38522974, 0.4631579, 0.3148423, 0.35692912, 0.29846048, 0.4197453, 0.41716227, 0.3419398, 0.38298482]",country
"[0.28966963, 0.39117202, 0.35048977, 0.24240859, 0.29492652, 0.24911237, 0.26494136, 0.21264708, 0.3577878, 0.5254479, 0.34370512, 0.343777]",country
"[0.29632753, 0.3376398, 0.24853419, 0.3983438, 0.48457834, 0.36440626, 0.49687475, 0.33469683, 0.41619444, 0.2747829, 0.32630754, 0.47811103]",country
"[0.34929875, 0.3005162, 0.38512787, 0.47549275, 0.32240692, 0.40250945, 0.30246976, 0.3598241, 0.32677525, 0.31329387, 0.3973396, 0.30645952]",country
"[0.27093807, 0.28668204, 0.47188655, 0.4074885, 0.45179564, 0.26801986, 0.36809763, 0.5437892, 0.4019445, 0.37566775, 0.26920855, 0.3297752]",country
"[0.120358, 0.20695311, 0.3276321, 0.2099484, 0.25032848, 0.18343261, 0.3200158, 0.38189408, 0.25914592, 0.35534874, 0.19258897, 0.2045459]",country
"[0.45733118, 0.28302076, 0.29925522, 0.26360232, 0.3555781, 0.36605182, 0.35775843, 0.5968128, 0.40332314, 0.38126603, 0.2629078, 0.3737173]",country
"[0.27286142, 0.26649433, 0.45479342, 0.34610072, 0.3365731, 0.3949426, 0.28733268, 0.3829344, 0.25828922, 0.37223214, 0.3331044, 0.2406047]",country
"[0.24959199, 0.28988233, 0.582303, 0.2523032, 0.21655406, 0.1878163, 0.36395302, 0.5041892, 0.2816988, 0.3942221, 0.24276806, 0.34380263]",country
"[0.35502622, 0.2742698, 0.34452116, 0.2676855, 0.29551783, 0.47887537, 0.3277121, 0.39834395, 0.3701421, 0.44605544, 0.34833673, 0.2700417]",country
"[0.32353297, 0.1854817, 0.24050884, 0.18323055, 0.30116907, 0.32274717, 0.25861162, 0.43678698, 0.23551817, 0.262349, 0.18010002, 0.3224877]",country
"[0.32060483, 0.44356364, 0.32251722, 0.33497244, 0.31816113, 0.4285967, 0.6385536, 0.35485047, 0.33873692, 0.29747334, 0.3424671, 0.4305301]",country
"[0.317726, 0.39294806, 0.50920933, 0.43429127, 0.49327216, 0.48024282, 0.5751982, 0.4785637, 0.42939883, 0.41263062, 0.367924, 0.4555292]",disco
"[0.3981771, 0.32069433, 0.36278656, 0.4569277, 0.58943385, 0.41277856, 0.3537509, 0.38463855, 0.429819, 0.4682847, 0.32534432, 0.4241641]",disco
"[0.31980315, 0.3120322, 0.37158793, 0.3714719, 0.5163387, 0.5070173, 0.57351184, 0.43117467, 0.36462143, 0.44412747, 0.3352127, 0.39702067]",disco
"[0.66079104, 0.45809615, 0.35554028, 0.39239988, 0.40725023, 0.43124294, 0.35200673, 0.48512018, 0.48392802, 0.61469495, 0.69520754, 0.60572886]",disco
"[0.29642397, 0.3480671, 0.2833247, 0.37249914, 0.42997527, 0.32130238, 0.417133, 0.32015634, 0.45373172, 0.41620377, 0.38951576, 0.53715414]",disco
"[0.4608182, 0.37290853, 0.45280814, 0.38606673, 0.4969333, 0.40072584, 0.37628844, 0.55245745, 0.48512557, 0.5380487, 0.3945392, 0.4596858]",disco
"[0.45097056, 0.48139736, 0.39704555, 0.53540313, 0.48675805, 0.33895257, 0.42672065, 0.5259806, 0.65576524, 0.41836998, 0.4541507, 0.5169851]",disco
"[0.4332075, 0.48304328, 0.35722807, 0.3405954, 0.44472712, 0.41409266, 0.41809464, 0.3551178, 0.47279277, 0.5631661, 0.4195213, 0.47741115]",disco
"[0.4207031, 0.49952257, 0.39799476, 0.44637772, 0.38258365, 0.5157536, 0.49179316, 0.41706276, 0.5771908, 0.45680454, 0.45252132, 0.3931781]",disco
"[0.5565849, 0.4800019, 0.5722887, 0.4930975, 0.38018256, 0.53433686, 0.38702038, 0.38592473, 0.2899447, 0.30312386, 0.4446344, 0.47897378]",disco
"[0.43995807, 0.45495564, 0.3916277, 0.46884215, 0.42471647, 0.50137216, 0.3925003, 0.38256153, 0.49899516, 0.42088136, 0.48987868, 0.38589728]",disco
"[0.35473412, 0.26683465, 0.2646497, 0.28719428, 0.33093822, 0.26033428, 0.2728723, 0.45595947, 0.4710041, 0.6162574, 0.4862616, 0.41537634]",disco
"[0.5504569, 0.4233899, 0.37314472, 0.3485912, 0.41133985, 0.34198636, 0.34158835, 0.48050666, 0.46191868, 0.5225585, 0.42807215, 0.45688117]",disco
"[0.26904446, 0.31153977, 0.38584474, 0.4176819, 0.5815197, 0.49504247, 0.4732857, 0.48103747, 0.44396195, 0.458654, 0.35940388, 0.38207802]",disco
"[0.5521475, 0.32815847, 0.29118687, 0.38045132, 0.41945192, 0.6166235, 0.42800337, 0.41209865, 0.4307481, 0.4084432, 0.5546968, 0.41255212]",disco
"[0.3926203, 0.32191592, 0.46536702, 0.3907291, 0.5191589, 0.39711213, 0.45207527, 0.47867757, 0.29876208, 0.44640064, 0.31371644, 0.5006524]",disco
