features,class
"[-195.07317, 114.25745, 0.041475113, 38.20062, 11.286058, -6.0460644, 1.228559, 0.014777306, -15.4136305, -3.5779057, -6.1284695, -4.5047817, -0.12425667, -4.3938026, -9.421525, -10.715926, -6.5454497, -10.0430355, -7.2682366, -4.016517, -6.989908, -2.5636332, -3.979582, -4.643177, -4.484436, -5.475516, -5.556775, -3.3852499, -0.78782415, -2.4591572, -3.7625768, -0.7474289, -1.5657042, -2.4801698, -0.8250146, -2.3177497, -1.3509736, -2.266947, -3.5620291, -5.4044657]",country
"[-353.09116, 110.67462, 32.743443, 24.189941, 18.754097, 5.9265885, -1.7344855, 3.8793364, -2.9791188, -1.9010766, -2.8730125, -0.9832503, -6.486425, -4.2474575, -3.7497628, -6.016767, -7.187651, -2.5127833, -4.0373755, -3.4209433, -7.063822, -6.8874288, -10.331703, -7.788315, -6.115898, -5.0638947, -1.7715633, -4.0603256, -4.434056, -2.7585192, -0.9407356, 1.6506865, -3.2284722, -6.687468, -5.8029075, -6.2611804, -4.945889, -1.7562019, -0.17053555, -1.7884051]",country
"[-200.06026, 109.140465, -5.542463, 48.14052, 1.2196504, 4.5926175, -9.150064, -1.4768001, -11.666416, -5.2047043, -11.545386, 4.9804335, -4.9844666, -6.0547013, -0.6854686, -8.531242, -8.462758, -7.9394183, -7.6054854, -0.38997796, -8.609969, -6.8781366, -8.690288, -7.1331024, -5.8754835, -0.20414113, 5.950547, 6.7376914, -0.17917024, -6.816087, -9.274347, -5.696905, 0.46930823, 2.7068002, -0.015387822, -2.8462255, -3.3147526, 0.81273717, 0.8635774, -1.3773953]",country
"[-200.6344, 119.69184, -3.590749, 31.953747, 9.979258, 15.293264, 0.6465812, 0.2359245, -4.47019, -2.3123803, -5.261341, -2.4783907, -6.0412717, -0.79284084, -4.6983566, -11.286766, -8.868493, -8.070287, -3.155758, 0.33077022, -2.833373, -3.240998, -3.9661179, -4.147047, -5.2975693, -4.036976, -0.49417967, -0.51813436, -3.8030047, -3.6155047, -4.1174064, -2.3424628, 0.3619202, 1.171608, 0.16139522, -1.1397706, -0.14581393, -2.001852, -2.6249013, -3.569453]",country
"[-194.23512, 151.79347, -3.0450046, 29.494707, 9.111863, 5.9693475, 3.7879229, 3.7599015, -5.853435, 1.5923063, -3.765781, 0.9401922, 1.9712703, -2.2243295, 3.352178, 3.7439473, -1.1339498, 2.2293499, 3.3601303, -4.146596, -2.7536106, -1.125602, -3.2177274, 0.76685894, 1.242632, 0.9239911, -0.3559466, 0.47049513, 1.6273566, 2.4490159, -2.4451313, -4.006596, 0.45211717, 1.0341922, -1.4503053, -2.4690366, -1.1413223, -1.3120791, -0.88014024, -0.78885573]",country
"[-100.76679, 106.98421, -27.158413, 29.09983, 5.039681, -5.4239273, 3.2426603, -5.179371, -5.118583, -0.8158501, -3.8342147, -2.7052548, -6.645411, -4.6659985, -5.6974974, -5.994116, -10.221099, -10.53487, -5.7335424, -7.2964225, -8.354845, -5.736516, -4.4657063, -7.3994193, -7.0369205, -6.36224, -7.8674154, -5.0039215, -5.010656, -6.777975, -0.64749795, 0.28699282, -1.8120456, -2.7530863, -6.299129, -5.9134, -2.715605, -3.9553761, -1.5053163, -1.7323885]",country
"[-169.22511, 132.78679, -13.487546, 31.186213, 6.340469, -3.7556648, -2.0590012, -3.6253169, -4.56124, 1.2809827, -6.97704, -7.2528353, -1.3950256, -9.51109, -5.4246473, -1.9138142, -7.1670804, -1.426746, 0.16021526, -4.110891, -7.2112427, -3.1568031, -3.4592042, -3.4151683, -1.625639, -2.1218407, -4.644256, -8.349623, -4.5481477, -1.1475751, -1.9917244, -6.0026608, -4.6414165, 0.045668423, 0.14217146, 0.376297, 0.36806917, -0.15542543, -1.1844598, -3.6431453]",country
"[-171.242, 160.48726, -17.805805, 30.491001, 7.51097, -8.247462, -5.667516, 0.13154976, -8.835051, -2.655703, 0.7119979, -3.7818258, -6.502074, 3.7801006, -5.4355664, -3.0836108, -6.254925, -1.9367638, -0.83901155, -1.4398491, -0.50205624, -2.7985842, 0.026418546, -4.006468, -0.89062625, 0.087477066, -2.6907206, -5.637222, -3.4119437, -4.159916, -3.7874327, 0.4711966, -0.43144992, -5.1169524, -2.625287, -0.66051, -2.0457227, 1.3402399, 1.037936, 1.1964277]",country
"[-277.10757, 128.25293, 42.425163, 37.693504, 12.766559, 9.593897, -5.988017, -7.539555, -8.03414, -4.942542, -6.532016, -3.6276443, -7.2275634, -7.4517097, -1.5754974, 1.3886026, 3.0774214, 2.5127244, -1.0510269, -2.747677, -4.5610256, -5.0565877, 0.38481095, 2.7120001, -2.4382071, -4.8752522, -7.3116736, -14.432872, -6.3994427, 1.88388, 0.9213515, -1.8621529, -2.1771064, 0.7382428, 3.2167509, 3.3301158, -0.71282023, -0.13537359, -1.4189085, -4.8774815]",country
"[-130.48167, 104.1242, -19.271059, 34.147877, 5.397541, -2.171723, -0.7280454, -2.9078915, -5.4620857, 4.0693655, -4.469832, 3.5257306, 2.148122, 0.19073835, 2.678066, -3.0912168, -3.1905007, 1.6676377, -0.68600965, -4.3751063, -0.625566, -1.3046505, -7.258604, -0.36596027, -3.6503673, -3.3495595, 4.6979914, 4.1170163, -2.7365556, -1.0896629, -3.7003908, -1.3198946, -2.1193054, -4.1276884, -3.3888085, -1.8558685, -0.29189807, 0.36532724, -2.5977747, -1.8629682]",country
"[-237.93953, 97.7333, 6.486745, 45.971268, 2.1488123, 16.21856, 8.811721, 7.7636333, -0.58992034, 4.483779, 0.14919895, 3.0199268, -1.6625806, -5.413756, -2.8238854, -3.056329, -0.49918562, -0.105470166, -3.8538585, -2.6616333, 0.062470734, -5.738217, -2.1134198, -1.8507477, -2.9327793, -4.1353545, 1.5584741, 0.40481773, -3.2706559, -5.613224, -1.9385762, -5.0954895, -6.586019, -2.4987295, -2.2499335, -4.81726, -6.6699634, -0.75968254, -3.3209152, -3.5283463]",country
"[-133.27147, 78.98, -5.6516814, 35.54217, -7.5470138, 7.928213, 2.7289066, 0.40225112, -1.144252, -1.1125529, -7.8449616, -1.1714913, -4.8177476, -3.1375563, -5.0382576, -1.0902159, -0.9750227, -2.464431, 1.1565148, -1.8438416, -2.63415, -1.988157, -8.594329, -10.331786, -5.468185, -5.3460875, -8.304307, -1.3365684, -0.31816188, -3.6950493, -7.5060496, -6.388945, -3.2907796, 1.0403486, -1.9495947, -3.0152752, -2.1596918, -3.35532, -3.4769628, -0.68113315]",country
"[-153.86862, 83.66914, -8.426157, 13.954346, 13.531212, 3.7665932, 3.009783, 6.355866, 2.077902, 2.068881, 3.1684868, -0.48438075, -3.0256164, -4.530002, -5.0442257, -4.9208965, -6.126287, -1.672101, 0.45192313, -1.5518768, -1.0718107, -3.191899, -1.8380128, -1.408923, -3.2407491, -0.7642878, -3.0387783, -4.575476, -4.7827907, -1.7962654, 1.0180231, -1.7907026, -4.1591296, -0.78498936, -1.3169366, -0.9953312, -0.68482476, -1.1060984, 0.4045968, 0.003546459]",country
"[-120.41707, 95.35442, -6.02527, 25.163818, 20.953634, -7.1270046, 8.549671, 2.4336689, -14.656027, 9.28693, -2.3609254, -3.1556685, 0.6114375, -4.418287, -7.454242, -0.44656548, -3.5862525, -5.0221777, -2.5233455, -4.75625, -4.264884, -1.7260027, -4.8565826, -3.4555283, -3.6405635, -5.518249, -3.937976, -1.4823352, 0.032789145, 0.30987525, 3.226582, 1.0909466, -0.54031664, -4.191353, -3.8127537, -4.566122, -0.067584515, 0.53825444, -1.1354702, -0.6633341]",country
"[-339.64667, 97.738594, -9.763496, 50.972683, 7.8148556, 11.721101, 0.673925, 2.4926815, -4.7740016, 0.2095193, -5.9796576, -2.9014666, -6.1582875, -1.8433897, -5.3552957, -8.310177, -10.716725, -7.7242303, -3.4307604, -6.958146, -5.5833077, -7.3361487, -5.3893824, -2.0404317, 0.10308607, -1.9958739, -4.8600245, -6.117332, -6.956934, -8.262613, -7.2605195, -1.4198897, 0.65998894, -4.13454, -5.641679, -3.7737093, -1.4413723, -0.69388545, -1.4389642, -1.7876233]",country
"[-173.44347, 105.07096, 1.1555927, 24.1155, 22.134285, 2.5480733, -1.5893732, 0.16644396, -5.327748, 3.8132274, -4.5264587, -4.5881543, -1.5657427, -2.2591255, -3.8538094, -6.4594007, -7.4668293, -5.5334578, -2.1930578, -2.4577627, -4.8419185, -1.3926325, -3.7044015, -1.3268187, -2.0641477, -1.6811737, -2.7571034, -2.053429, -6.5801597, -3.862983, -2.1053543, -0.12616444, -1.3273163, -4.8206735, -3.7787304, 0.25532907, -2.2344136, -2.405972, -1.1722424, -1.5481433]",country
"[-118.0589, 74.18071, 8.265662, 15.4471655, 6.1578817, 8.441981, 4.1116734, 5.726584, -1.9592637, 3.1633985, 5.048196, -1.1217973, 2.4379733, -1.4263783, -4.7327013, -6.3664823, -5.741871, -6.265362, -4.5188313, -1.0050513, -1.3297207, -4.41146, -3.0839326, -4.9545846, -4.726012, -1.6504394, -3.6385663, -1.8532071, -0.57210267, -4.196864, -5.739897, -6.559526, -3.0320725, -0.82915765, -2.2124448, -2.5929964, -3.295066, -1.9632709, -2.2585251, -2.2474146]",country
"[-89.70956, 36.282784, 11.465646, 37.4974, 9.179834, 3.7314453, 2.8276625, 6.81722, 1.4637537, 0.0984008, 1.0316732, 1.1726795, -3.5680354, -2.089673, 1.715117, -1.364941, -4.377178, -2.600144, -3.5321805, -4.2313657, -5.18029, -1.5144427, 0.14888968, -1.4717679, -1.4199936, 0.19054618, -2.2373037, -3.074833, -7.871748, -7.591114, -2.2887726, 2.4917233, -0.05639783, -5.511324, -7.881024, -6.5926766, -1.7901286, 1.1361282, 1.7093481, -5.0219393]",country
"[-102.86875, 85.338524, -4.320379, 30.584402, 3.0148716, -1.9487437, 4.437098, 3.4139795, -4.2582784, -1.7707374, -3.9678407, -1.3573309, -3.7603476, -5.1723924, -2.8900797, -0.26617244, -7.4162836, -4.097761, -3.4465065, -10.108175, -8.331423, -3.147386, -2.079409, -2.2698305, 1.5070245, -4.2440963, -5.1896214, -2.2442572, -2.086658, -2.8120842, -0.9479512, -3.4724343, -2.3980947, 0.7990228, -0.5216166, -1.5239093, -4.2938533, -2.6875226, -0.6595213, -1.5185285]",country
"[-111.62214, 82.249146, 13.051351, 31.925335, 23.684826, -0.53294593, 12.03311, 3.6621604, -5.7393713, 3.3419154, 1.4315192, 0.7713819, 0.5497473, -1.1433071, -1.7450073, 0.5581424, -2.3293762, -4.6182427, -0.6183298, -4.9373837, -8.9043665, -2.2718213, -2.5352557, -4.851433, 0.11237191, -3.8430302, -5.524424, -4.1658244, -4.488449, -0.73852473, 2.2771466, 3.9023068, 0.614189, -1.5055664, -5.358322, -5.6361117, -3.862434, -4.701838, -1.4576745, -2.8161068]",country
"[-101.28794, 84.11575, 7.7757306, 30.372738, 13.849443, 11.625496, -0.11909644, -4.9368935, -2.364723, -1.968338, -8.188103, 2.820076, 0.5401414, -6.7938085, -4.3162775, -4.5806985, -9.840426, -5.6853867, -10.406918, -7.512468, -9.252663, -6.5971093, -5.148317, -2.051631, -0.6225272, -3.6842372, -1.7158306, -2.8374424, -3.4482803, -1.652327, -0.67017865, -0.7700088, -2.872426, -4.6834254, -5.4645944, -3.9721003, -3.5671902, -1.95549, -0.15166007, -2.8496253]",country
"[-101.19267, 85.44991, -19.701742, 20.570631, 9.992324, 7.598467, 0.10015652, 3.40321, 0.056307517, 1.5763918, -1.4527315, -1.2911733, 2.1356745, -4.7895947, -0.3090058, -0.43619612, -4.8902736, -2.98759, 1.0863556, -1.4590399, -4.764749, -3.2479594, -3.311775, -3.4126902, -2.1103916, -1.3852788, -5.7135906, -3.828264, -1.885171, -1.2481817, 0.6728337, 1.9710653, -0.8935984, -1.7413329, 0.24125989, 1.3621728, -1.7381712, -1.0880419, 0.5155385, -0.8446536]",country
"[-162.78079, 119.890144, -2.907841, 20.50893, 27.810162, 5.49017, 6.0408688, 1.1912668, -3.6965744, 0.35227898, 4.4168353, -0.41024777, 2.4561374, 2.1403534, -1.6048268, 3.623599, -3.4616487, -2.5604687, 5.6417503, -3.6429384, 2.0535927, 5.447589, 2.2727094, 1.0712823, 2.1938264, -2.1377604, -3.405155, -3.211803, -0.33142298, -1.6992401, -2.653958, -3.4473705, 3.4278126, 3.2487686, 0.060634203, -0.8148827, -2.7488635, -3.0192666, -3.749043, -3.1744792]",country
"[-61.222664, 71.25142, -17.037924, 17.114265, 5.0512624, -4.21196, -1.6805955, 1.1818883, -0.8543822, 4.9677687, -1.7029345, 4.8418956, -0.16024244, -2.0819259, -0.27359888, -5.322599, 0.23067085, -0.099219985, -3.9456043, -0.92258465, -1.5767614, 0.122265905, 3.0530765, -1.2179806, -1.9965639, -2.1596115, -4.2429423, -0.9983719, 0.13430765, -1.0474329, 0.4405554, 1.145602, 3.7477615, 4.62872, -0.18699199, -2.9967895, -4.7873173, -2.9550345, -2.3334775, -2.6242137]",country
"[-126.90665, 103.49357, -31.897821, 58.728836, -1.9615225, -3.1359189, -2.9429367, 0.3602378, -3.034348, -0.827326, 5.5868716, -10.137715, 0.7289897, -1.6241794, -10.0569725, -5.22081, -9.046826, -4.7467213, -1.036156, -2.8451078, -6.739765, -1.5216463, -4.4996758, -0.5859349, -4.0111756, -9.295117, -6.7823095, -3.8388696, -4.3519535, -4.984763, -1.0650587, -2.9784944, -4.161734, -3.111449, -3.4912252, -2.4242032, -0.8430814, -1.7864852, -1.4591881, -2.633734]",country
"[-165.54424, 117.90447, -33.605473, 42.598927, -1.3801005, 3.827964, 7.166964, -7.171045, -1.6472125, 0.8621201, -12.5100975, 2.8849213, -12.365843, -1.3205844, -6.628704, -8.863541, -5.1220603, -8.087145, -4.263749, -0.15570083, -4.131633, -1.8299934, -1.6464995, -8.099475, -2.225531, -5.0264735, -2.7544289, 1.9665027, -3.7250972, -9.20174, -11.014482, -7.619544, -2.6052203, -4.3141565, -5.1001296, -3.5041947, -6.658137, -3.7249947, -5.6177893, -6.4394674]",country
"[-148.98796, 107.2436, 11.189903, 26.696136, 11.397693, -3.8045828, 14.0203285, -5.8768187, -11.04849, 2.7971046, -8.450597, 3.1810462, -0.7678391, -12.403871, -6.2924423, -3.3005712, -8.160136, -6.577002, -3.674575, -2.9715989, -6.444583, -1.6221913, -4.8163753, -0.5295548, -3.8661585, -2.7011745, -0.67157614, -2.170703, -0.7782191, 1.109591, -0.6470392, -3.242624, -4.6614857, -5.283363, -4.380526, -1.8360753, -1.9085772, 0.7191533, -0.51785624, -1.1941541]",country
"[-110.04325, 134.77678, -24.017365, 19.40414, -4.4027624, -4.810312, -7.802366, -0.39133033, -5.4069877, -2.9562922, 0.7801952, -4.7748322, -0.17851049, -1.6923544, -2.4074452, -1.964049, -6.936481, -4.072655, -1.9575316, -5.788808, -4.5880766, -4.1801043, -3.082393, -2.323464, -2.8716195, -3.0426261, -4.41681, 0.46229854, 0.27436185, 0.99218965, -1.89073, -4.785436, -3.2973032, 0.07644859, 0.48170686, -0.5910574, -2.2773352, -4.792475, -5.985067, -5.067537]",country
"[-143.05974, 121.874374, -13.355456, 47.767853, -12.669741, 23.367556, -11.009172, 18.859142, -13.707747, 15.945983, -11.358796, 10.289537, -6.009821, 2.7351432, -9.286382, 4.5098677, -8.319018, 4.52536, -6.0326624, -2.349008, -6.225106, -1.129343, -1.1464368, 1.100215, 2.613585, 0.26039237, 5.99937, 4.844558, 0.39511895, -1.3587282, -1.9399738, -0.3194298, 2.5105276, -1.6296067, -0.800822, -3.3796525, -3.0501473, -3.2717514, -0.11253145, 0.0017900695]",country
"[-204.6437, 121.91709, -17.759083, 46.32515, -1.8045665, 17.017439, -14.691548, 14.671547, -19.392052, 10.927665, -13.475389, 1.1953374, -6.2094746, -1.688681, -8.694303, -2.5130563, -11.337748, 0.18536259, -7.2900896, -7.505965, -2.1916447, -9.83988, -9.067394, -13.373414, -8.109807, -10.364696, -3.896663, -1.8491223, -1.556331, -2.9058728, -2.0822783, -1.8913448, 4.62086, 0.9291292, 0.2498093, -4.8680634, -5.724044, -2.7380874, -2.1195314, 0.9811557]",country
"[-265.2709, 138.86661, 6.1286917, 47.477863, -2.3875468, 21.05125, 4.0907435, 17.650291, -12.018802, 15.490483, -1.128818, 7.895354, 0.5013677, -0.22529441, -3.8683393, 4.0574546, -3.1072855, 3.006671, -1.3925425, -1.4885429, 1.4602103, -0.49367964, -5.6058073, -4.1115303, 1.1613077, 3.9383285, 5.0213203, 1.8362395, -3.0051103, -2.257638, 4.205465, 1.7232254, 1.6658665, -2.9125657, -2.9811904, -3.8611805, -0.979515, 2.4470093, 4.1833463, 3.667315]",country
"[-84.68879, 100.969574, -16.019012, 51.744453, -17.08682, 22.575502, -20.29776, 18.909782, -19.486069, 15.338605, -17.739527, 8.58395, -15.003451, 6.4331317, -10.280581, 3.279852, -9.553055, 4.0553546, -5.586521, -0.70463467, -7.844305, 0.16372636, -1.3493357, 1.3201493, -3.0933964, -3.834708, -3.488109, -4.9352665, -3.6649787, -3.0305898, -1.3428724, -1.0768393, -0.7874316, -3.5248733, -0.23849674, -2.708492, -1.1670485, -0.8737942, -2.7933078, -5.0941677]",country
"[-175.00964, 115.713554, 5.100794, 58.16809, -3.3074555, 29.656008, -10.033722, 19.65937, -16.311836, 13.744991, -8.834571, 7.2225156, -8.883326, 4.751006, -11.488091, 0.92021453, -8.160396, 1.1886195, -7.9795494, -5.6592975, -1.9594485, -0.23740631, -0.2798816, -0.18092321, 3.776479, -1.9906609, -7.8146586, -4.084568, 1.7414806, 4.3632555, 0.5021292, -5.1463866, 0.5475232, -2.3173182, -0.070737764, -1.4206617, -0.102565564, -0.29512262, -3.9851959, -4.004377]",country
"[-82.9455, 122.53113, -16.672253, 40.01724, -15.014211, 21.675644, -18.251837, 18.362713, -17.989063, 16.989252, -16.042936, 8.533768, -8.709853, 10.766406, -4.6239805, 7.2427526, -7.600783, 5.2961807, -5.509711, -0.18257074, -2.317972, 1.261785, -3.518776, -2.200017, -1.8962736, -5.51522, -1.6815653, -0.06719492, -2.3792872, -4.1867757, -2.3333132, -1.8243264, 3.8507824, -0.7889519, -2.211796, -5.432317, -2.525692, -3.559738, -1.1464887, -0.4134208]",country
"[-164.78546, 123.44315, 4.22473, 48.800877, -5.1533303, 22.848055, -7.809706, 19.28812, -11.021053, 21.256647, -9.741073, 5.161778, -6.143532, 5.4232335, -9.920733, 3.9091344, -7.3305373, 1.3860341, -8.843821, -3.7325783, 0.88217175, 0.75193554, -3.436096, -6.7594833, -4.080282, -1.33074, 1.5267918, -3.6041791, -7.078644, 1.9851016, 9.463751, 4.7783995, -1.3052822, -9.361423, -3.6313426, -5.904126, -2.4859583, 2.4844074, 6.6598883, 3.094175]",country
"[-137.86005, 121.520035, -13.279323, 43.328953, -10.695389, 17.859846, -7.950051, 9.101155, -19.791092, 9.442091, -19.604746, 6.9056215, -12.5497055, -0.7610515, -9.155741, 1.4590724, -8.294413, -3.7427933, -6.868958, -0.4740181, -8.603999, -5.070343, -0.9584177, -0.66710144, 0.7614287, 0.56948453, -1.6941574, -5.272512, -7.2169123, -6.8479056, -2.7563279, 1.1897668, 0.32908952, -5.970582, -4.475215, -3.872141, -2.6900566, -3.440398, -2.1928394, -5.4815736]",country
"[-101.2983, 120.435974, -0.41283935, 49.037693, -15.870199, 19.87758, -13.0966215, 18.572927, -15.718036, 15.243732, -5.91671, 6.6559696, -10.362755, 7.086759, -8.216911, 6.206989, -8.38423, 2.9266849, -6.6580515, -1.3242375, -3.8486342, -1.6140379, -3.385451, -2.063811, -1.6362456, -5.633273, 0.667279, -0.017047737, 2.5674262, 2.7990422, 0.86663634, -3.833789, -5.2897806, -5.790834, -1.9371054, -2.4665253, 0.7020257, -0.105982855, -1.2855992, -2.875352]",country
"[-185.06337, 120.51211, 29.720224, 56.37222, -3.0282552, 22.213934, -10.350044, 20.053122, -13.679165, 9.170145, -6.4301715, 3.3002465, -8.73294, 5.003312, -9.221929, 3.7827632, -10.196797, 5.9067483, -4.4166937, 1.5806317, 3.917805, 4.4908023, -2.0776331, -2.9778652, 0.28188592, -11.124178, -6.022149, -3.1096256, -1.1520694, -0.11340677, 0.36998814, -4.385495, 4.0991435, 4.6036525, 3.7003691, -0.834613, -1.882395, -2.420978, -5.175539, -8.094725]",country
"[-178.47949, 130.10803, 12.076066, 47.04983, 2.611667, 24.099434, -4.625375, 22.778528, -10.929766, 13.5343075, -6.806915, 8.726394, -6.0959067, 4.0816507, -5.1550674, 7.86254, -5.255989, 3.9590065, -3.1323974, -4.3814588, -3.0786564, -2.636817, -6.177189, -8.2784395, 1.5349187, 0.9539643, 4.9283934, 4.239375, 2.8647575, 1.0677099, 4.501273, -0.3446989, -0.9218613, -2.3888097, -2.1902654, -2.6694398, -1.8332436, 1.6581527, 2.934331, -0.9820586]",country
"[-186.33115, 135.86916, 5.9504013, 45.837704, -5.776936, 22.777603, -12.992677, 17.125881, -13.76287, 9.738706, -8.365436, 6.6548285, -9.0857115, 5.422782, -6.856298, 1.5570387, -8.555395, 5.4461145, -4.3698983, -4.7165666, -4.245699, 0.0520138, -3.075237, 0.32304543, 4.2261586, -4.389682, -4.597849, -5.997843, -0.4750385, 0.8648898, 2.8802233, -1.1332684, -1.0917745, 1.51769, 0.69989115, -3.8551137, -5.698007, -7.143115, -5.9303637, -8.3748045]",country
"[-94.152916, 109.18758, -11.8546715, 41.572716, -19.482603, 23.833263, -19.930464, 20.372795, -17.291353, 16.56533, -10.201443, 9.38751, -10.049829, 7.798575, -15.0875025, 3.273007, -10.460256, 7.5392833, -5.544067, 2.2245817, -3.1418664, -0.76055944, -3.5084386, -0.1973898, 1.8650656, -5.299004, -1.8169951, -4.9062443, -6.710111, -6.0592027, -0.6174307, -0.6090738, -0.15251832, -3.4411626, -1.9645039, -2.5927331, -1.3599303, -4.1617537, 0.7802421, 1.0866027]",country
"[-185.41428, 118.49516, 17.795776, 48.869015, -2.1734655, 21.354282, -8.994565, 20.53351, -11.412323, 9.274986, -5.478168, 5.76185, -2.9883938, 3.4418383, -6.075713, 1.2715186, -5.935121, 7.086093, -2.1568449, 4.8877244, 5.5330896, 1.3662117, 0.43977278, 2.0311203, 7.788232, 1.3384676, -0.32168695, -2.474855, 1.8574558, 5.0120063, 4.6446953, -6.0969725, -4.902045, -4.7616754, -1.9616116, -3.5974915, -3.461273, -0.90107846, -0.8925549, -0.2537759]",country
"[-217.81781, 128.37343, -7.5112424, 39.2846, -2.5414019, 18.173687, -15.148812, 16.760801, -15.247553, 4.8962364, -6.500653, 2.9013944, -11.492002, -0.10292538, -10.617553, 2.2566464, -9.159387, 6.8608007, 6.236822, 3.3703074, 4.5474114, -1.7192471, -6.919327, -7.239414, 5.210551, -1.1175694, 0.35601625, -1.4226713, -5.4769363, -8.15326, -0.63699555, -2.9494784, 0.04202863, -8.7915325, -4.6312847, -3.333643, -4.228141, -1.5914704, 0.5531736, 5.7751946]",country
"[-250.85716, 163.07423, -3.8745756, 30.153008, 5.589061, 7.5009394, 4.0263863, -2.1164129, -5.477513, -1.062121, -9.981778, 1.8189913, -8.753831, -7.0452027, -4.2194414, -8.841707, -7.4066963, -3.3003654, -5.1424313, -9.970611, -8.490679, -9.496826, -6.047127, -6.42681, -2.5238087, -3.943917, -1.9538168, -1.9321836, -5.799379, -6.0801415, -2.0403657, 0.91442096, -0.82113034, -0.5300956, -1.5090766, -4.179321, -2.7341907, -2.62933, -4.938658, -4.475983]",country
"[-102.481804, 135.68375, -46.884445, 32.738888, -11.159096, 23.469543, -9.779008, 16.897072, -11.684482, 13.215306, -7.1829667, 4.746215, -8.193246, 2.5920877, -2.9957347, 6.7960844, -2.067776, 3.283619, 0.27031162, -4.220294, -7.762865, -7.0843935, -5.131422, -4.3410964, -1.5735568, -5.3584714, -4.4661136, -7.0472207, -4.251961, -0.9039504, 4.9178023, -0.68799055, 2.1821685, -1.0242043, -2.7261853, -3.5075777, -1.0712494, -3.017875, 0.165883, -2.2549014]",country
"[-328.71906, 167.03047, 13.017286, 28.825632, 11.25177, 14.431291, 11.699713, 7.8014154, -11.720729, 2.3800797, -8.350321, -3.8527913, -6.739853, -5.761216, -8.242395, -4.5422, -1.0535564, -4.6027017, -2.859498, -2.230309, -1.5327368, -3.5084202, -3.955091, -3.2431054, -1.6008478, -4.9155436, -2.99868, -2.5819263, -4.12635, -1.3906246, 1.5512809, -1.6621162, -1.1873384, -2.4182367, -3.312948, -4.1002183, -4.9565315, -4.040802, -2.9560015, 1.7826391]",country
"[-229.49329, 157.29971, -16.750406, 31.881748, -0.10805413, 16.648754, 1.357668, 12.212552, -3.8637102, 6.835824, -4.267376, 1.3341368, -5.9014387, -4.0228686, -5.2541885, -4.54741, -6.798797, -4.4025044, -4.1719646, -6.34093, -5.2999935, -6.915907, -4.63613, -0.33658794, -1.5880105, -4.8950915, -6.3636875, -8.454922, -4.21534, -0.41735768, 3.5298944, -3.301648, -5.6139646, -4.464362, -0.08979506, -0.7175369, 0.67263854, 1.4995968, -1.203182, -5.122404]",country
"[-217.11801, 136.18945, -10.36323, 51.37767, 2.598726, 15.119397, -0.6796688, 12.281109, -6.2290382, 7.803085, -5.412614, 3.6122782, -2.7987616, -0.3498286, -0.5604939, 0.36267784, -2.2479205, -2.495412, 4.185377, 0.34537798, -6.171006, -8.408043, -1.1978121, -1.3418541, -1.1457858, -3.8283966, -3.5860927, -8.08265, -3.296661, 5.876032, 1.022955, -10.822554, -3.221858, 1.3738384, -1.9128199, -1.4889263, -0.5319947, -1.8969083, -4.3662705, -6.575422]",country
"[-99.33054, 117.57579, -29.873354, 40.84807, -15.25619, 27.988762, -11.962531, 13.341765, -11.372493, 10.539091, -8.746651, 8.420694, -6.8370347, 0.44689494, -5.3098555, 1.6531308, -7.3515162, 0.52297896, -1.4633933, -5.9213367, 0.385623, -1.4161061, -2.3153274, -2.5142193, -1.9202353, -4.5323534, -0.045040924, -3.6209261, -2.1630573, -4.372739, 0.40942958, 3.8695087, 3.7100222, -1.5037585, -3.599382, -3.5880382, -2.288406, -4.1276026, -3.0349743, -2.0734987]",country
"[-185.85483, 155.27069, -25.015507, 20.559324, -3.8406792, -0.5795828, -4.573758, -5.901456, -16.531105, -0.44806433, -16.299582, -4.2123995, -16.804678, -4.549109, -8.363047, -9.982121, -7.767383, -8.349513, -6.849295, -10.196375, -7.192376, -6.4105167, -6.090227, -0.058472812, -3.414234, -7.2277813, -5.0400577, -5.7660728, -1.2386621, 0.61047465, -2.2457623, -4.161141, -3.1996093, -0.40162808, 1.3694146, -1.369942, -2.7707288, -4.947698, -3.057843, -3.5273097]",country
"[-96.24628, 131.92442, -26.341778, 35.975468, -22.810158, 14.495446, -11.845881, 11.814582, -21.22422, 11.547977, -12.930905, 7.1881924, -13.941332, 2.9535449, -5.0283113, 1.5337492, -4.391591, 2.5518255, -5.3600492, -5.971147, -9.437674, -4.183003, -4.534687, -0.7011402, 1.4837862, -2.6885562, -4.2848473, -7.210746, -5.781684, -2.127776, 1.1465759, -1.4587016, -2.9206357, -6.6374984, -3.4192524, -2.5470736, 3.8394246, 2.994058, 4.3999467, -0.7107449]",country
"[-167.00668, 132.4709, -17.308983, 46.921646, -3.6383252, 20.937962, -8.825933, 8.533768, -15.142039, 8.106652, -16.94435, 6.661936, -10.934709, 1.1028379, -6.292039, -3.63586, -7.384878, -2.1708188, -3.835291, -9.659088, -0.66213375, -4.1306887, -7.8961816, -6.7741165, -5.95027, -7.204184, -2.3170793, 0.10738017, -0.7741517, -5.257776, -4.2952156, -2.7882495, 2.5707116, 0.8282244, -1.7973839, -4.8472605, -4.5844026, -7.3050003, -2.7010052, -0.88094753]",country
